grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2017/1235,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/LBS/02 Focal Points,6415,2017,Focal Points,Land Borders Sector
2017/1249,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/SBS/05 JO Triton 2017,24199,2017,Triton,Sea Border Sector
2017/1293,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/RSU/03 Poseidon,8320,2017,Poseidon,Return Support Unit
2017/1389,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/ABS/03 Focal Points 2017 Air,7588,2017,Focal Points,Air Border Sector
2017/1433,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/RSU/03 JO Poseidon/Readmission,5992,2017,Poseidon,Return Support Unit
2017/1446,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2017/SBS/07 JO Poseidon 2017,34266,2017,Poseidon,Sea Border Sector
2017/1461,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2017/SBS/07 JO Poseidon 2017,2657475,2017,Poseidon,Sea Border Sector
2017/1462,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/SBS/07 JO Poseidon 2017,3117392,2017,Poseidon,Sea Border Sector
2017/1602,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/LBS/01 FOA,4708,2017,FOA,Land Borders Sector
2017/1631,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/RSU/03 JO Poseidon/Readmission,5810,2017,Poseidon,Return Support Unit
2017/1738,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/RSU/03 JO Poseidon/Readmission,9951,2017,Poseidon,Return Support Unit
2016/50,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus,Greece",2016/FSC/02 FSC Support Officer Deployment,78838,2016,FSC Support Officer Deployment,Frontex Situation Centre
2016/74,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/02 JO Focal Points,9660,2016,Focal Points,Land Borders Sector
2016/109,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2015/SBS/08 Poseidon Rapid Intervention,945128,2016,Poseidon,Sea Border Sector
2016/174,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/02 JO Focal Points,719360,2016,Focal Points,Land Borders Sector
2016/179,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/ABS/03 Focal Points Air,2380,2016,Focal Points,Air Border Sector
2016/321,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2015/SBS/08 Poseidon Rapid Intervention,1037148,2016,Poseidon,Sea Border Sector
2016/552,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/RSU/02 FOA,3685,2016,FOA,Return Support Unit
2016/591,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/01 FOA,19260,2016,FOA,Land Borders Sector
2016/626,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/RSU/03 Poseidon Rapid Intervention/Readmission Activities,817,2016,Poseidon,Return Support Unit
2016/666,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus,Greece",2016/SBS/07 EPN-Poseidon Sea 2016,2714258,2016,Poseidon,Sea Border Sector
2016/677,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/SBS/07 EPN-Poseidon Sea 2016,1007091,2016,Poseidon,Sea Border Sector
2016/838,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/ABS/04 Focal Points Air IM,2479,2016,Focal Points,Air Border Sector
2016/891,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/04 FOA on Border Checks,1160,2016,FOA,Land Borders Sector
2016/944,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/02 JO Focal Points,6760,2016,Focal Points,Land Borders Sector
2016/1015,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/SBS/07 EPN-Poseidon Sea 2016,986005,2016,Poseidon,Sea Border Sector
2016/1049,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/ABS/04 Focal Points Air IM,4022,2016,Focal Points,Air Border Sector
2016/1123,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/FSC/02 FSC Support Officer Deployment,15504,2016,FSC Support Officer Deployment,Frontex Situation Centre
2016/1126,RSU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/RSU/03 Poseidon Rapid Intervention,107,2016,Poseidon,Return Support Unit
2016/1170,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus,Greece",2016/SBS/05 EPN-Triton,17525,2016,Triton,Sea Border Sector
2016/1349,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/SBS/07 EPN-Poseidon Sea 2016,2455283,2016,Poseidon,Sea Border Sector
2016/1353,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus,Greece",2016/SBS/07 EPN-Poseidon Sea 2016,2233755,2016,Poseidon,Sea Border Sector
2016/1385,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/01 FOA,10144,2016,FOA,Land Borders Sector
2016/1437,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/ABS/03 Focal Points Air,220,2016,Focal Points,Air Border Sector
2016/1447,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/04 FOA on Border Checks,1640,2016,FOA,Land Borders Sector
2016/1643,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/04 FOA on Border Checks,2200,2016,FOA,Land Borders Sector
2016/1656,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/LBS/02 JO Focal Points,640,2016,Focal Points,Land Borders Sector
2016/1751,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2016/SBS/07 EPN-Poseidon Sea 2016,1151644,2016,Poseidon,Sea Border Sector
2015/44,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/LBS/02 Focal Points,522,2015,Focal Points,Land Borders Sector
2015/48,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/SBS/05 EPN-Triton,5744,2015,Triton,Sea Border Sector
2015/61,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/SBS/07 EPN-Poseidon Sea,2378261,2015,Poseidon,Sea Border Sector
2015/148,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/ABS/03 Focal Points,242,2015,Focal Points,Air Border Sector
2015/192,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/FSC/03 FSC Support Officer Deployment,26763,2015,FSC Support Officer Deployment,Frontex Situation Centre
2015/541,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/SBS/09 EPN-Triton,23008,2015,Triton,Sea Border Sector
2015/575,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/LBS/02 Focal Points,5,2015,Focal Points,Land Borders Sector
2015/609,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/SBS/07 EPN-Poseidon Sea,2646882,2015,Poseidon,Sea Border Sector
2015/701,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/SBS/01 EPN General,10209,2015,EPN General,Sea Border Sector
2015/792,PRU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/PRU/04 Rapid Intervention Exercise - REX 2015,48435,2015,Rapid Intervention Exercise - REX 2015,Pooled Resources Unit
2015/800,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/SBS/07 EPN-Poseidon Sea,202406,2015,Poseidon,Sea Border Sector
2015/812,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/LBS/01 Flexible Operational Activities,161532,2015,Flexible Operational Activities,Land Borders Sector
2015/988,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/FSC/03 FSC Support Officer Deployment,5996,2015,FSC Support Officer Deployment,Frontex Situation Centre
2015/999,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/SBS/07 EPN-Poseidon Sea,1503147,2015,Poseidon,Sea Border Sector
2015/1012,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/FSC/03 FSC Support Officer Deployment,15142,2015,FSC Support Officer Deployment,Frontex Situation Centre
2015/1177,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/SBS/07 EPN-Poseidon Sea,170822,2015,Poseidon,Sea Border Sector
2015/1275,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/LBS/02 Focal Points,136,2015,Focal Points,Land Borders Sector
2015/1336,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens,Greece",2015/SBS/08 Poseidon Rapid Intervention,13986,2015,Poseidon,Sea Border Sector
2015/1341,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2015/SBS/08 Poseidon Rapid Intervention,501521,2015,Poseidon,Sea Border Sector
2014/1,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,4466.18,2014,Aeneas,Sea Border Sector
2014/72,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,5523.81,2014,Aeneas,Sea Border Sector
2014/162,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2014/LBS/04 Focal Points Land,6840,2014,Focal Points,Land Borders Sector
2014/282,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2014/SBS/08 Focal Points,9057.55,2014,Focal Points,Sea Border Sector
2014/311,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/SBS/07 Poseidon Sea,665838.79,2014,Poseidon,Sea Border Sector
2014/317,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,4867.8,2014,Aeneas,Sea Border Sector
2014/455,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/FSC/03 FSC Support Officer Deployment,4686.6,2014,FSC Support Officer Deployment,Frontex Situation Centre
2014/536,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/SBS/06 EPN-Aeneas,7528.52,2014,Aeneas,Sea Border Sector
2014/614,LBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/LBS/06 Poseidon Land,9779.8,2014,Poseidon,Land Borders Sector
2014/637,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/SBS/06 EPN-Aeneas,199725.37,2014,Aeneas,Sea Border Sector
2014/642,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/SBS/07 Poseidon Sea,2004788.37,2014,Poseidon,Sea Border Sector
2014/729,ABS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/ABS/03 Focal Points,2000,2014,Focal Points,Air Border Sector
2014/746,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2014/LBS/04 Focal Points Land,3660,2014,Focal Points,Land Borders Sector
2014/749,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/SBS/06 EPN-Aeneas,6875.82,2014,Aeneas,Sea Border Sector
2014/859,ROS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2014/ROS/01 Attica 2014,9310.07,2014,Attica,Return Operations Sector
2014/1038,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2014/LBS/04 Focal Points Land,1400,2014,Focal Points,Land Borders Sector
2014/1088,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2014/SBS/09 JO EPN Triton 2014,7212.87,2014,Triton,Sea Border Sector
2013/76,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2012/FSC/04 FSC Support Officer Deployment 2013,7966.15,2013,FSC Support Officer Deployment 2013,Frontex Situation Centre
2013/97,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2013/LBS/04 JO Focal Points 2013 Land,10746,2013,Focal Points,Land Borders Sector
2013/111,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/02 JO Poseidon Sea 2013,492637.11,2013,Poseidon,Sea Border Sector
2013/220,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/FSC/04 FSC Support Officer Deployment,6965.7,2013,FSC Support Officer Deployment,Frontex Situation Centre
2013/328,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,17851.88,2013,Aeneas,Sea Border Sector
2013/408,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2013/LBS/02 JO Neptune 2013,4772.2,2013,Neptune,Land Borders Sector
2013/465,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/02 JO Poseidon Sea 2013,859444.67,2013,Poseidon,Sea Border Sector
2013/597,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,5855.04,2013,Aeneas,Sea Border Sector
2013/632,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2013/ABS/03 JO Focal Points 2013 Air,1053,2013,Focal Points,Air Border Sector
2013/642,LBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/LBS/04 JO Focal Points 2013 Land,5022,2013,Focal Points,Land Borders Sector
2013/660,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,207778.87,2013,Aeneas,Sea Border Sector
2013/754,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/02 JO Poseidon Sea 2013,561672.32,2013,Poseidon,Sea Border Sector
2013/826,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/P1/06 EPN-Aeneas 2013,7332.71,2013,Aeneas,Sea Border Sector
2013/934,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2013/ABS/03 JO Focal Points 2013 Air,640,2013,Focal Points,Air Border Sector
2013/977,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2013/LBS/06 JO Poseidon Land,22416.5,2013,Poseidon,Land Borders Sector
2013/979,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2013/LBS/04 JO Focal Points 2013 Land,5400,2013,Focal Points,Land Borders Sector
2013/1012,SBS,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Pireus, Greece",2013/SBS/02 JO Poseidon Sea 2013,776502.23,2013,Poseidon,Sea Border Sector
2012/11,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/02 - JO Poseidon Sea,885739.54,2012,Poseidon,Sea Border Sector
2012/30,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/SBS/01 EPN Aeneas 2011,11773.6,2012,Aeneas,Sea Border Sector
2012/32,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,88446,2012,Poseidon,Land Borders Sector
2012/71,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,91220,2012,Poseidon,Land Borders Sector
2012/175,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,91220,2012,Poseidon,Land Borders Sector
2012/194,SBS,Greece,Hellenic Coast Guard,NA,2012/SBS/02 JO Poseidon Sea 2012,356273.12,2012,Poseidon,Sea Border Sector
2012/197,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/ABS/03 JO Focal Points 2012,7284.16,2012,Focal Points,Air Border Sector
2012/271,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,91220,2012,Poseidon,Land Borders Sector
2012/293,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/FSC/02 - Frontex Support Officers FSC 2012,8071.15,2012,- Frontex Support Officers FSC 2012,Frontex Situation Centre
2012/372,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,87220,2012,Poseidon,Land Borders Sector
2012/381,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/ABS/03 JO Focal Points 2012,15087.95,2012,Focal Points,Air Border Sector
2012/394,ROS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/ROS/51 JRO to Nigeria,6510.76,2012,Return Operations,Return Operations Sector
2012/415,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/03 JO Eurocup 2012,8250.2,2012,Eurocup,Land Borders Sector
2012/482,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,87220,2012,Poseidon,Land Borders Sector
2012/539,ROS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/ROS/28 JRO to Nigeria,6523.49,2012,Return Operations,Return Operations Sector
2012/574,SBS,Greece,Hellenic Coast Guard,NA,2012/SBS/02 JO Poseidon Sea 2012,1794091,2012,Poseidon,Sea Border Sector
2012/631,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,87220,2012,Poseidon,Land Borders Sector
2012/668,RDU,Greece,Hellenic Coast Guard,NA,2011/RDU/06 Remote sending and detection technologies,21087.27,2012,Remote sending and detection technologies,Research and Development Unit
2012/757,SBS,Greece,Hellenic Coast Guard,NA,2012/SBS/01 EPN General-Reporting Tools-Reporting Staff Exchange,3092.78,2012,EPN General-Reporting Tools-Reporting Staff Exchange,Sea Border Sector
2012/776,SBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/SBS/01 EPN-Minerva 2012,5679.7,2012,Minerva,Sea Border Sector
2012/781,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,91220,2012,Poseidon,Land Borders Sector
2012/835,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,91220,2012,Poseidon,Land Borders Sector
2012/838,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/04 JO Focal Points 2012,10050.15,2012,Focal Points,Land Borders Sector
2012/1057,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2012/LBS/06 JO Poseidon Land 2012,87240.8,2012,Poseidon,Land Borders Sector
2012/1085,SBS,Greece,Hellenic Coast Guard,NA,2012/SBS/02 JO Poseidon Sea 2012,334962.17,2012,Poseidon,Sea Border Sector
2011/38/,PRU,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2010/PRU/09 RABIT 2010,202182,2011,RABIT 2010,Pooled Resources Unit
2011/50/,ROS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2001/ROS/09 JRO to Georgia,4787.9,2011,Return Operations,Return Operations Sector
2011/76/,LBS,Greece,Hellenic Coast Guard,NA,2011/LBS/02 JO Poseidon Land 2011,72810,2011,Poseidon,Land Borders Sector
2011/162/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,97080,2011,Poseidon,Land Borders Sector
2011/194/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/02 Poseidon Sea 2011,1098617,2011,Poseidon,Sea Border Sector
2011/278/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,95820,2011,Poseidon,Land Borders Sector
2011/342/,LBS,Greece,Hellenic Coast Guard,NA,2010/OPS/22 JO Poseidon 2010 December,130597.5,2011,Poseidon,Land Borders Sector
2011/391/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/06 JO Neptune Phase I,2178.26,2011,Neptune,Land Borders Sector
2011/393/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,89620,2011,Poseidon,Land Borders Sector
2011/486/,LBS,Greece,Hellenic Coast Guard,NA,2011/LBS/02 JO Poseidon Land 2011,91220,2011,Poseidon,Land Borders Sector
2011/544/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/02 Poseidon Sea 2011,1032277.4,2011,Poseidon,Sea Border Sector
2011/592/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/01 EPN-Hermes Extension,6606,2011,Hermes,Sea Border Sector
2011/622/,LBS,Greece,Hellenic Coast Guard,NA,2011/LBS/02 JO Poseidon Land 2011,92220,2011,Poseidon,Land Borders Sector
2011/687/,LBS,Greece,Hellenic Coast Guard,NA,2011/LBS/02 JO Poseidon Land 2011,91220,2011,Poseidon,Land Borders Sector
2011/703/,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/ABS/11 Air Border Focal Points 2011,6723.24,2011,Focal Points,Air Border Sector
2011/794/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/01 EPN-Aeneas 2011,4517,2011,Aeneas,Sea Border Sector
2011/847/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,91220,2011,Poseidon,Land Borders Sector
2011/873/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/02 Poseidon Sea 2011,1115646.16,2011,Poseidon,Sea Border Sector
2011/900/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/01 JO Focal Points 2011 Land,4946.35,2011,Focal Points,Land Borders Sector
2011/925/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,91220,2011,Poseidon,Land Borders Sector
2011/1011/,ABS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/ABS/11 Air Border Focal Points 2011,4488.12,2011,Focal Points,Air Border Sector
2011/1055/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/01 - EPN General PP Reporting Tools,14992.98,2011,- EPN General PP Reporting Tools,Sea Border Sector
2011/1062/,LBS,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection",NA,2011/LBS/02 JO Poseidon Land 2011,182440,2011,Poseidon,Land Borders Sector
2011/1087/,SBS,Greece,Hellenic Coast Guard,NA,2011/SBS/01 EPN Aeneas 2011,3990,2011,Aeneas,Sea Border Sector
2010/28/,LBS,Greece,"Hellenic Police, Aliens Division",NA,2010/OPS/19 JO Jupiter 2010 I phase,5137.3,2010,Jupiter,Land Borders Sector
2010/69/,LBS,Greece,"Hellenic Police, Aliens Division",NA,2010/OPS/20 JO Neptune 2010 Phase I,13879.54,2010,Neptune,Land Borders Sector
2010/89/,ROS,Greece,"Hellenic Police, Aliens Division",NA,2010/OPS/26 JRO to Nigeria and Gambia on 3 March 2010,1078.24,2010,Return Operations,Return Operations Sector
