country,project_clean,beneficiary,max_year,grant_no,unit_sector_long,eur,min_year,display_width
Cyprus,European Centre for Returns,Civil Registry and Migration Department (CRMD),2718910.14,2022/309,European Centre for Returns,78896,54378.20280000001,131696.28280000002
Cyprus,Support Cat.2,"Cyprus Police, Police Headquarters",2718910.14,2020/327,Task Force Deployment Management,78352,54378.20280000001,131163.16280000002
Cyprus,Human Resources,Cyprus Police,2718910.14,2021/292,Deployment Management Division,78200.06,54378.20280000001,131014.2616
Cyprus,Human Resources,"Cyprus Police, Police Headquarters",2718910.14,2018/205,Operational Response Division,75284,54378.20280000001,128156.5228
Cyprus,Human Resources,"Cyprus Police, Police Headquarters",2718910.14,2019/22,Field Deployment Unit,70329,54378.20280000001,123300.62280000001
Cyprus,European Centre for Returns,Civil Registry and Migration Department (CRMD),2718910.14,2022/122,European Centre for Returns,60585,54378.20280000001,113751.5028
Cyprus,European Centre for Returns,Civil Registry and Migration Department (CRMD),2718910.14,2024/216,NA,55575,54378.20280000001,108841.7028
Cyprus,Human Resources,"Cyprus Police, Aliens and Immigration Unit",2718910.14,2024/267,NA,46915.03,54378.20280000001,100354.93220000001
Cyprus,Poseidon,"Cyprus Police, Police Headquarters",2718910.14,2016/1,Sea Border Sector,35934,54378.20280000001,89593.5228
Cyprus,Human Resources,"Cyprus Police, Aliens and Immigration Unit",2718910.14,2023/216,Deployment Management Division,33325.16,54378.20280000001,87036.85960000001
Cyprus,Technical Equipment & Human Resources,"Cyprus Police, Police Headquarters",2718910.14,2020/44,Field Deployment Unit,31558,54378.20280000001,85305.04280000001
Cyprus,European Centre for Returns,Civil Registry and Migration Department (CRMD),2718910.14,2024/295,NA,31512,54378.20280000001,85259.96280000001
Cyprus,Human Resources,"Cyprus Police, Aliens and Immigration Unit",2718910.14,2022/243,Deployment Management Division,30991.91,54378.20280000001,84750.2746
Cyprus,Technical Equipment & Human Resources,"Cyprus Police, Police Headquarters",2718910.14,2022/49,Deployment Management Division,30548,54378.20280000001,84315.242800000007
Cyprus,Technical Equipment & Human Resources,"Cyprus Police, Police Headquarters",2718910.14,2021/121,Field Deployment Unit,29523,54378.20280000001,83310.742800000007
Cyprus,Human Resources,Cyprus Police,2718910.14,2021/303,Deployment Management Division,28934.02,54378.20280000001,82733.5424
Cyprus,Eurocup,Ministry of Justice and Public Order,2718910.14,Multiple smaller grants,Land Borders Sector,13989.66,54378.20280000001,68088.0696
Cyprus,European Centre for Returns,Civil Registry and Migration Department (CRMD),2718910.14,Multiple smaller grants,European Centre for Returns,20534,54378.20280000001,74501.5228
Cyprus,Human Resources,"Cyprus Police, Aliens and Immigration Unit",2718910.14,Multiple smaller grants,Deployment Management Division,13960.32,54378.20280000001,68059.31640000001
Cyprus,various projects,Cyprus Police,2718910.14,Multiple smaller grants,various,8677.66,54378.20280000001,62882.30960000001
Cyprus,various projects,"Cyprus Police, Police Headquarters",2718910.14,Multiple smaller grants,various,250629.2,54378.20280000001,299994.8188
Czech Republic,Technical Equipment & Human Resources,Police of the Czech Republic,25110082.29,2020/40,Field Deployment Unit,3392821,502201.6458,3827166.2258000006
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2019/45,Field Deployment Unit,2885602.01,502201.6458,3330091.6156
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2018/23,Operational Response Division,2233850,502201.6458,2691374.6458
Czech Republic,Technical Equipment & Human Resources,Police of the Czech Republic,25110082.29,2023/90,Deployment Management Division,1999687,502201.6458,2461894.9058000003
Czech Republic,Technical Equipment & Human Resources,Police of the Czech Republic,25110082.29,2022/33,Deployment Management Division,1792044,502201.6458,2258404.7658
Czech Republic,Technical Equipment & Human Resources,Police of the Czech Republic,25110082.29,2024/53,Deployment Management Division,1702763,502201.6458,2170909.3858000003
Czech Republic,Technical Equipment & Human Resources,Police of the Czech Republic,25110082.29,2021/43,Field Deployment Unit,1588326,502201.6458,2058761.1258
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2024/224,NA,810219.17,502201.6458,1296216.4324000003
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2023/121,Deployment Management Division,680690.95,502201.6458,1169278.7768
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2024/134,Deployment Management Division,653092.74,502201.6458,1142232.531
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2022/241,Deployment Management Division,520390.19,502201.6458,1012184.032
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2021/284,Deployment Management Division,504384.4,502201.6458,996498.3578000001
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2023/173,Deployment Management Division,451248.46,502201.6458,944425.1366000001
Czech Republic,Human Resources,Police of the Czech Republic,25110082.29,2022/164,Deployment Management Division,299246.8,502201.6458,795463.5098
Czech Republic,various projects,Czech Ministry of Interior,25110082.29,Multiple smaller grants,various,138851.41999999998,502201.6458,638276.0374
Czech Republic,various projects,"Directorate of Alien and Border Police, Police of the Czech Republic",25110082.29,Multiple smaller grants,various,419025.12,502201.6458,912846.2634
Czech Republic,various projects,"International Police Cooperation Directorate, Police of the Czech Republic",25110082.29,Multiple smaller grants,various,616137.85,502201.6458,1106016.7388000002
Czech Republic,various projects,Police of the Czech Republic,25110082.29,Multiple smaller grants,various,4421702.18,502201.6458,4835469.7822
Denmark,Human Resources,Danish National Police,61809730.4,2023/210,Deployment Management Division,1956420.02,1236194.608,3153486.2276
Denmark,Human Resources,Danish National Police,61809730.4,2018/19,Operational Response Division,1915551,1236194.608,3113434.588
Denmark,Technical Equipment & Human Resources,"Joint Operations Staff, Defence Command",61809730.4,2021/69,Field Deployment Unit,1862602,1236194.608,3061544.568
Denmark,Human Resources,Danish National Police,61809730.4,2022/237,Deployment Management Division,1855241.94,1236194.608,3054331.7091999995
Denmark,Technical Equipment & Human Resources,Defence Command,61809730.4,2020/65,Field Deployment Unit,1819823,1236194.608,3019621.148
Denmark,Technical Equipment,Defence Command,61809730.4,2023/339,Field Operations Unit,1789354,1236194.608,2989761.528
Denmark,Human Resources,Defence Command,61809730.4,2018/102,Operational Response Division,1736208,1236194.608,2937678.448
Denmark,Human Resources,Danish National Police,61809730.4,2024/258,NA,1552994.7399999998,1236194.608,2758129.4532
Denmark,Technical Equipment & Human Resources,Defence Command,61809730.4,2022/111,Deployment Management Division,1298451,1236194.608,2508676.588
Denmark,Human Resources,Danish National Police,61809730.4,2021/282,Deployment Management Division,1263107.01,1236194.608,2474039.4778
Denmark,Technical Equipment,Defence Command,61809730.4,2024/336,NA,1255793,1236194.608,2466871.7479999997
Denmark,Human Resources,Danish National Police,61809730.4,2024/140,Deployment Management Division,1177381.44,1236194.608,2390028.4192
Denmark,Human Resources,Danish National Police,61809730.4,2019/63,Field Deployment Unit,1153723,1236194.608,2366843.148
Denmark,Technical Equipment,Defence Command,61809730.4,2022/136,Field Operations Unit,1068924,1236194.608,2283740.128
Denmark,Technical Equipment,Defence Command,61809730.4,2020/31,Field Deployment Unit,1021203,1236194.608,2236973.548
Denmark,Technical Equipment,Defence Command,61809730.4,2022/272,Field Operations Unit,1014556,1236194.608,2230459.488
Denmark,Technical Equipment,Defence Command,61809730.4,2021/67,Field Deployment Unit,964511,1236194.608,2181415.3880000003
Denmark,Human Resources,Danish National Police,61809730.4,2023/191,Deployment Management Division,930229.74,1236194.608,2147819.7532
Denmark,Technical Equipment & Human Resources,Danish National Police,61809730.4,2022/39,Deployment Management Division,892504,1236194.608,2110848.528
Denmark,Human Resources,Defence Command,61809730.4,2019/69,Field Deployment Unit,834875,1236194.608,2054372.108
Denmark,Technical Equipment,Defence Command,61809730.4,2020/180,Field Deployment Unit,815097.66,1236194.608,2034990.3148
Denmark,Technical Equipment,Defence Command,61809730.4,2024/127,Field Operations Unit,809334,1236194.608,2029341.9279999998
Denmark,Human Resources,Danish National Police,61809730.4,2022/210,Deployment Management Division,683750.1,1236194.608,1906269.706
Denmark,Technical Equipment,Defence Command,61809730.4,2023/347,Field Operations Unit,639405,1236194.608,1862811.508
Denmark,Technical Equipment,Defence Command,61809730.4,2024/251,NA,632626,1236194.608,1856168.088
Denmark,Technical Equipment,Defence Command,61809730.4,2019/96,Field Deployment Unit,629582,1236194.608,1853184.9679999999
Denmark,European Centre for Returns,Danish Return Agency,61809730.4,Multiple smaller grants,various,197118,1236194.608,1429370.248
Denmark,Technical Equipment & Human Resources,Danish Immigration Service,61809730.4,Multiple smaller grants,various,131889,1236194.608,1365445.828
Denmark,Technical Equipment & Human Resources,Ministry of Immigration and Integration,61809730.4,Multiple smaller grants,Deployment Management Division,300763,1236194.608,1530942.348
Denmark,various projects,Danish Emergency Management Agency,61809730.4,Multiple smaller grants,various,452838.06,1236194.608,1679975.9068
Denmark,various projects,Danish National Police,61809730.4,Multiple smaller grants,various,15039840.32,1236194.608,15975238.121599998
Denmark,various projects,Defence Command,61809730.4,Multiple smaller grants,various,14114034.37,1236194.608,15067948.290599998
Egypt,2023/CFP/POST/03,Life Makers Foundation (NGO),580840,2024/138,European Centre for Returns,339882,11616.800000000001,344701.16
Egypt,2023/CFP/POST/01,Life Makers Foundation (NGO),580840,2023/142,European Centre for Returns,132611,11616.800000000001,141575.58
Egypt,2022/CFP/POST/01,Life Makers Foundation (NGO),580840,2022/126,European Centre for Returns,108347,11616.800000000001,117796.85999999999
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2018/88,Operational Response Division,1368450,496103.8614,1837184.8614
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2019/68,Field Deployment Unit,1261354,496103.8614,1732230.7814
Estonia,Technical Equipment & Human Resources,Police and Border Guard Board,24805193.07,2020/77,Field Deployment Unit,1175941,496103.8614,1648526.0414
Estonia,Technical Equipment & Human Resources,Police and Border Guard Board,24805193.07,2023/159,Deployment Management Division,1172640,496103.8614,1645291.0614
Estonia,Technical Equipment & Human Resources,Police and Border Guard Board,24805193.07,2024/135,Deployment Management Division,1074852,496103.8614,1549458.8214
Estonia,Technical Equipment & Human Resources,Police and Border Guard Board,24805193.07,2022/117,Deployment Management Division,967345,496103.8614,1444101.9614
Estonia,Technical Equipment & Human Resources,Police and Border Guard Board,24805193.07,2021/82,Field Deployment Unit,897935,496103.8614,1376080.1614
Estonia,Technical Equipment,Estonian Navy,24805193.07,2023/364,Coast Guard Sector,690234,496103.8614,1172533.1814
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2024/193,NA,553857.6,496103.8614,1038884.3093999999
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2023/229,Deployment Management Division,518852.84,496103.8614,1004579.6446
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2022/238,Deployment Management Division,444682.46,496103.8614,931892.6721999999
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2024/241,NA,413725.47000000003,496103.8614,901554.8219999999
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2023/228,Deployment Management Division,410430.72,496103.8614,898325.967
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2021/309,Deployment Management Division,355261.95,496103.8614,844260.5724
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2022/363,Field Operations Unit,325248,496103.8614,814846.9014
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2023/425,Field Operations Unit,301746,496103.8614,791814.9414
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2022/393,Field Operations Unit,297950,496103.8614,788094.8614
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2024/338,NA,292682,496103.8614,782932.2213999999
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2024/347,NA,286369,496103.8614,776745.4813999999
Estonia,Technical Equipment,Estonian Navy,24805193.07,2024/284,Coast Guard Sector,275124,496103.8614,765725.3814
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2023/457,Field Operations Unit,272696,496103.8614,763345.9414
Estonia,Human Resources,Police and Border Guard Board,24805193.07,2022/226,Deployment Management Division,263819.52,496103.8614,754646.991
Estonia,Poseidon,Police and Border Guard Board,24805193.07,2012/752,Land Borders Sector,254607.38,496103.8614,745619.0938
Estonia,Technical Equipment,Police and Border Guard Board,24805193.07,2021/182,Field Deployment Unit,250496,496103.8614,741589.9414
Estonia,2022/CFP/RIU/01,Estonian Academy of Security Sciences,24805193.07,Multiple smaller grants,Research and Innovation Unit,59994.2,496103.8614,554898.1774
Estonia,2023/CFP/POST/04,WELDO - Women Empowerment Literacy & Development Organisation (NGO),24805193.07,Multiple smaller grants,NA,24632,496103.8614,520243.2214
Estonia,various projects,Police and Border Guard Board,24805193.07,Multiple smaller grants,various,10493013.35,496103.8614,10779256.9444
Estonia,various projects,Tallinn University of Technology,24805193.07,Multiple smaller grants,Training Unit,101253.58,496103.8614,595332.3698
Finland,Poseidon,Finnish Border Guard,46572871.53,2016/43,Sea Border Sector,2823554,931457.4306000001,3698540.3506
Finland,Technical Equipment & Human Resources,Finnish Border Guard,46572871.53,2023/91,Deployment Management Division,2137798,931457.4306000001,3026499.4706
Finland,Technical Equipment & Human Resources,Finnish Border Guard,46572871.53,2024/62,Deployment Management Division,1561545,931457.4306000001,2461771.5306
Finland,Poseidon,Finnish Border Guard,46572871.53,2017/1456,Sea Border Sector,1528031,931457.4306000001,2428927.8106
Finland,Poseidon,Finnish Border Guard,46572871.53,2017/740,Sea Border Sector,1264772,931457.4306000001,2170933.9906
Finland,Technical Equipment & Human Resources,Finnish Border Guard,46572871.53,2022/61,Deployment Management Division,1119898,931457.4306000001,2028957.4706000001
Finland,Human Resources,Finnish Border Guard,46572871.53,2024/165,Deployment Management Division,1106968.5,931457.4306000001,2016286.5606
Finland,Human Resources,Finnish Border Guard,46572871.53,2023/219,Deployment Management Division,1088473.59,931457.4306000001,1998161.5488000002
Finland,Human Resources,Finnish Border Guard,46572871.53,2024/245,NA,960597.75,931457.4306000001,1872843.2256
Finland,Technical Equipment & Human Resources,Finnish Border Guard,46572871.53,2021/61,Field Deployment Unit,913488,931457.4306000001,1826675.6705999998
Finland,Technical Equipment,Finnish Border Guard,46572871.53,2018/92,Operational Response Division,879124,931457.4306000001,1792998.9506
Finland,Human Resources,Finnish Border Guard,46572871.53,2023/192,Deployment Management Division,852701.6,931457.4306000001,1767104.9986
Finland,Human Resources,Finnish Border Guard,46572871.53,2022/245,Deployment Management Division,819790.19,931457.4306000001,1734851.8168000001
Finland,Human Resources,Finnish Border Guard,46572871.53,2021/311,Deployment Management Division,613312.5,931457.4306000001,1532503.6806
Finland,Human Resources,Finnish Border Guard,46572871.53,2022/163,Deployment Management Division,604267.95,931457.4306000001,1523640.0216
Finland,Poseidon,Finnish Border Guard,46572871.53,2017/315,Sea Border Sector,558564,931457.4306000001,1478850.1506
Finland,Mixed crew proof of concept,Finnish Border Guard,46572871.53,2017/359,Research and Development Unit,532943,931457.4306000001,1453741.5706000002
Finland,Technical Equipment,Finnish Border Guard,46572871.53,2022/34,Field Operations Unit,510838,931457.4306000001,1432078.6706
Finland,Human Resources,Finnish Border Guard,46572871.53,2018/127,Operational Response Division,488247,931457.4306000001,1409939.4906000001
Finland,Human Resources,Finnish Border Guard,46572871.53,2019/89,Field Deployment Unit,480829,931457.4306000001,1402669.8506
Finland,Technical Equipment,Finnish Border Guard,46572871.53,2018/229,Operational Response Division,479031,931457.4306000001,1400907.8106
Finland,Technical Equipment,Finnish Border Guard,46572871.53,2020/41,Field Deployment Unit,475980,931457.4306000001,1397917.8306
Finland,Triton,Finnish Border Guard,46572871.53,2015/961,Sea Border Sector,474044,931457.4306000001,1396020.5506000002
Finland,European Centre for Returns,Finnish Immigration Service,46572871.53,Multiple smaller grants,European Centre for Returns,138622.5,931457.4306000001,1067307.4806000001
Finland,Technical Equipment,Finnish Customs,46572871.53,Multiple smaller grants,Operational Response Division,14793,931457.4306000001,945954.5706000001
Finland,various projects,Finnish Border Guard,46572871.53,Multiple smaller grants,various,15397326.04,931457.4306000001,16020836.9498
Finland,various projects,Finnish Ministry of Interior,46572871.53,Multiple smaller grants,Air Border Sector,29026.15,931457.4306000001,959903.0576000001
Finland,various projects,Finnish National Police Board,46572871.53,Multiple smaller grants,various,1126444.01,931457.4306000001,2035372.5604
Finland,various projects,Helsinki Police Department,46572871.53,Multiple smaller grants,various,7591861.75,931457.4306000001,8371481.945599999
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2024/197,NA,6290679.75,2139303.3268,8304169.4818
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2023/206,Deployment Management Division,4839680.76,2139303.3268,6882190.4716
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2022/165,Deployment Management Division,3380266.3,2139303.3268,5451964.300799999
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2021/273,Field Deployment Unit,2249335.13,2139303.3268,4343651.7542
France,Human Resources,Direction Central de la Police aux Frontieres,106965166.34,2018/129,Operational Response Division,2067632,2139303.3268,4165582.6868000003
France,Support Cat.2,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2020/324,Task Force Deployment Management,1948032,2139303.3268,4048374.6868000003
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2023/171,Deployment Management Division,1916343.7600000002,2139303.3268,4017320.2116
France,Human Resources,Direction Central de la Police aux Frontieres,106965166.34,2019/95,Field Deployment Unit,1587302,2139303.3268,3694859.2868
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2022/244,Deployment Management Division,1567140.33,2139303.3268,3675100.8502
France,FOA,"Ministère de l'intérieur, Direction générale des étrangers en France",106965166.34,2018/42,Return Support Unit,1438948,2139303.3268,3549472.3668
France,European Centre for Returns,"Ministère de l'intérieur, Direction générale des étrangers en France",106965166.34,2022/6,European Centre for Returns,1414500,2139303.3268,3525513.3268
France,European Centre for Returns,"Ministère de l'intérieur, Direction générale des étrangers en France",106965166.34,2022/180,European Centre for Returns,1300106,2139303.3268,3413407.2068
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,2024/254,NA,1255942.3900000001,2139303.3268,3370126.869
France,Technical Equipment & Human Resources,Direction Central de la Police aux Frontieres,106965166.34,2023/133,Deployment Management Division,1207382,2139303.3268,3322537.6868
France,European Centre for Returns,"Ministère de l'intérieur, Direction générale des étrangers en France",106965166.34,2021/372,European Centre for Returns,1108339,2139303.3268,3225475.5467999997
France,European Centre for Returns, Ministère de l'intérieur et des Outre-Mer,106965166.34,Multiple smaller grants,European Centre for Returns,213534.19999999998,2139303.3268,2348566.8427999998
France,Human Resources,Ministère de la Transition écologique et solidaire,106965166.34,Multiple smaller grants,Coast Guard Sector,11997,2139303.3268,2151060.3868
France,Human Resources,"Ministères économiques et financiers - direction du budget, bureau de l'économie, des finances et de l'outre-mer",106965166.34,Multiple smaller grants,Deployment Management Division,991686.16,2139303.3268,3111155.7636
France,Training on electronic storage of data in electronic Machine Readable Travel Documents,Ecole Nationale Superieure de la Police,106965166.34,Multiple smaller grants,Training Unit,43435,2139303.3268,2181869.6267999997
France,various projects,Direction Central de la Police aux Frontieres,106965166.34,Multiple smaller grants,various,13275273.13,2139303.3268,15149070.9942
France,various projects,Direction Centrale de la Police Judiciaire,106965166.34,Multiple smaller grants,various,1995598,2139303.3268,4094989.3668
France,various projects,Direction Centrale des compagnies republicaines de securite,106965166.34,Multiple smaller grants,various,3299536,2139303.3268,5372848.606799999
France,various projects,Direction Generale de la Gendarmerie nationale,106965166.34,Multiple smaller grants,various,6707319,2139303.3268,8712475.946800001
France,various projects,Direction Generale des Douanes et Droits Indirects,106965166.34,Multiple smaller grants,various,12445455.03,2139303.3268,14335849.256199999
France,various projects,Direction nationale de la Sécurité publique,106965166.34,Multiple smaller grants,various,2294146,2139303.3268,4387566.4068
France,various projects,French Navy,106965166.34,Multiple smaller grants,various,8659275.51,2139303.3268,10625393.326599998
France,various projects,"Ministere de l'Immigration, de l'Integration, de l'Identite Nationale et du Developpement Solidaire",106965166.34,Multiple smaller grants,Return Operations Sector,2038411.64,2139303.3268,4136946.7339999997
France,various projects,"Ministère de l'intérieur, Direction générale des étrangers en France",106965166.34,Multiple smaller grants,various,18338447.4,2139303.3268,20110981.778799996
France,various projects,Prefecture de Police,106965166.34,Multiple smaller grants,various,3079422.85,2139303.3268,5157137.7198
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/446,Deployment Management Division,38269.62,22503.3954,60007.62300000001
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/194,Field Deployment Unit,27493.65,22503.3954,49447.172399999996
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/218,Field Deployment Unit,26983.26,22503.3954,48946.9902
Georgia,Focal Points,Patrol Police Department,1125169.77,2021/327,Deployment Management Division,26891.24,22503.3954,48856.8106
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/275,Field Deployment Unit,26793.87,22503.3954,48761.388
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/232,Field Deployment Unit,25675.72,22503.3954,47665.601
Georgia,Human Resources,Border Police of Georgia,1125169.77,2019/349,Field Deployment Unit,24626.05,22503.3954,46636.9244
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/285,Field Deployment Unit,24180.93,22503.3954,46200.7068
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/313,Field Deployment Unit,22792.07,22503.3954,44839.623999999996
Georgia,Human Resources,Patrol Police Department,1125169.77,2019/359,Field Deployment Unit,21891.13,22503.3954,43956.7028
Georgia,Technical Equipment & Human Resources,Patrol Police Department,1125169.77,2020/19,Field Deployment Unit,20710.98,22503.3954,42800.1558
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2024/312,NA,19960.85,22503.3954,42065.028399999996
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/356,Deployment Management Division,19038.51,22503.3954,41161.135200000004
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2024/270,NA,17109.3,22503.3954,39270.509399999995
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2024/33,European Centre for Returns,16831.1,22503.3954,38997.8734
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/383,Deployment Management Division,14281.29,22503.3954,36499.0596
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2024/151,European Centre for Returns,14257.75,22503.3954,36475.9904
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2023/267,European Centre for Returns,13910,22503.3954,36135.1954
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2023/38,European Centre for Returns,13910,22503.3954,36135.1954
Georgia,European Centre for Returns,Patrol Police Department,1125169.77,2023/411,European Centre for Returns,13910,22503.3954,36135.1954
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/291,Deployment Management Division,13128.899999999998,22503.3954,35369.717399999994
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/292,Deployment Management Division,13128.899999999998,22503.3954,35369.717399999994
Georgia,Operational Activities AIR (MOA - AIR),Patrol Police Department,1125169.77,2021/235,Field Deployment Unit,12432.33,22503.3954,34687.0788
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/305,Deployment Management Division,12358.5,22503.3954,34614.7254
Georgia,Focal Points,Patrol Police Department,1125169.77,2023/338,Deployment Management Division,12358.5,22503.3954,34614.7254
Georgia,various projects,Border Police of Georgia,1125169.77,Multiple smaller grants,various,48182.79,22503.3954,69722.52960000001
Georgia,various projects,Patrol Police Department,1125169.77,Multiple smaller grants,various,584062.53,22503.3954,594884.6748
Germany,Technical Equipment & Human Resources,German Federal Police,369584801.49,2024/97,Deployment Management Division,11365187,7391696.029800001,18529579.2898
Germany,European Centre for Returns,Federal Police Regional Office Bad Bramstedt,369584801.49,2023/259,European Centre for Returns,10566082,7391696.029800001,17746456.3898
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2024/25,European Centre for Returns,9933247,7391696.029800001,17126278.0898
Germany,Technical Equipment & Human Resources,German Federal Police,369584801.49,2023/111,Deployment Management Division,9890778,7391696.029800001,17084658.4698
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2024/196,NA,9186856,7391696.029800001,16394814.9098
Germany,European Centre for Returns,Federal Police Regional Office Bad Bramstedt,369584801.49,2021/191,European Centre for Returns,8989812,7391696.029800001,16201711.7898
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2023/34,European Centre for Returns,8520000,7391696.029800001,15741296.029800002
Germany,Technical Equipment & Human Resources,German Federal Police,369584801.49,2021/128,Field Deployment Unit,8507828,7391696.029800001,15729367.4698
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2024/303,NA,8394384,7391696.029800001,15618192.3498
Germany,Technical Equipment & Human Resources,Federal Border Police Headquarters,369584801.49,2022/60,Deployment Management Division,8388748,7391696.029800001,15612669.0698
Germany,European Centre for Returns,Federal Police Regional Office Bad Bramstedt,369584801.49,2021/9,European Centre for Returns,8315273,7391696.029800001,15540663.5698
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2020/255,European Centre for Returns,8276681,7391696.029800001,15502843.4098
Germany,European Centre for Returns,German Federal Police,369584801.49,2023/392,European Centre for Returns,8201545,7391696.029800001,15429210.1298
Germany,Technical Equipment & Human Resources,Federal Police Central Office,369584801.49,2020/26,Field Deployment Unit,8200000,7391696.029800001,15427696.029800002
Germany,Human Resources,Federal Police Central Office,369584801.49,2019/67,Field Deployment Unit,7900000,7391696.029800001,15133696.029800002
Germany,Human Resources,Federal Police Central Office,369584801.49,2018/22,Operational Response Division,7550000,7391696.029800001,14790696.029800002
Germany,FOA,Federal Police Regional Office Koblenz,369584801.49,2019/227,European Centre for Returns,7404780.12,7391696.029800001,14648380.547400001
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2022/203,European Centre for Returns,7397356,7391696.029800001,14641104.9098
Germany,European Centre for Returns,Federal Police Central Office,369584801.49,2021/361,European Centre for Returns,7224404,7391696.029800001,14471611.949800001
Germany,Human Resources,German Federal Police,369584801.49,2024/155,Deployment Management Division,7179133.83,7391696.029800001,14427247.1832
Germany,FOA,Federal Police Regional Office Koblenz,369584801.49,2018/349,European Centre for Returns,7017099,7391696.029800001,14268453.049800001
Germany,European Centre for Returns,Federal Police Regional Office Bad Bramstedt,369584801.49,2022/346,European Centre for Returns,6998951,7391696.029800001,14250668.009800002
Germany,FOA,Federal Police Regional Office Koblenz,369584801.49,2019/146,European Centre for Returns,6877642.65,7391696.029800001,14131785.8268
Germany,European Centre for Returns,Federal Police Regional Office Koblenz,369584801.49,2022/20,European Centre for Returns,6806355,7391696.029800001,14061923.9298
Germany,FOA,Federal Police Central Office,369584801.49,2018/250,European Centre for Returns,6600023.15,7391696.029800001,13859718.7168
Germany,FOA,Federal Police Regional Office Koblenz,369584801.49,2019/318,European Centre for Returns,6323391.82,7391696.029800001,13588620.0134
Germany,FOA,Federal Police Regional Office Koblenz,369584801.49,2019/24,European Centre for Returns,5942658,7391696.029800001,13215500.869800001
Germany,Human Resources,German Federal Police,369584801.49,2023/158,Deployment Management Division,5721226.48,7391696.029800001,12998497.9802
Germany,Human Resources,German Federal Police,369584801.49,2024/266,NA,5611804.78,7391696.029800001,12891264.714200001
Germany,Human Resources,German Federal Police,369584801.49,2023/197,Deployment Management Division,5582759.36,7391696.029800001,12862800.2026
Germany,Return Operations,Federal Police Central Office,369584801.49,2018/173,European Centre for Returns,4739507,7391696.029800001,12036412.889800001
